source,issn,n,classe,sinais_curadoria,doaj,scimago,qualis_estilo,apc,retratacoes,citacao_media
Journal of Electromyography and Kinesiology,10506411,5,Indexada,2,False,True,True,True,0,12.0
Journal of Luminescence,00222313,5,Indexada,2,False,True,True,True,0,9.2
Journal of Sports Sciences,02640414,5,Indexada,2,False,True,True,False,0,38.2
Journal of Thermal Biology,03064565,5,Indexada,2,False,True,True,True,0,12.8
Journal of Water Process Engineering,22147144,5,Indexada,2,False,True,True,True,0,12.4
Journal of environmental chemical engineering,22132929,5,Indexada,2,False,True,True,True,0,46.6
Materials science forum,02555476,5,Indexada,1,False,True,False,False,0,4.0
Metodologias e Aprendizado,26749009,5,Indexada,1,True,False,False,False,0,0.4
Mutation Research/Genetic Toxicology and Environmental Mutagenesis,13835718,5,Indexada,2,False,True,True,True,0,22.4
Nature Physics,17452473,5,Indexada,2,False,True,True,True,0,143.6
Nova Perspectiva Sistêmica,01047841,5,Indexada,1,True,False,False,False,0,1.4
Nutrients,20726643,5,Indexada,2,False,True,True,True,0,20.6
Oncology Letters,17921074,5,Indexada,2,False,True,True,False,0,23.0
Pacing and Clinical Electrophysiology,01478389,5,Indexada,2,False,True,True,True,0,19.4
Pathogens,20760817,5,Indexada,3,True,True,True,True,0,3.8
Perspectivas em Psicologia,22376917,5,Indexada,1,True,False,False,False,0,1.4
Pharmaceuticals,14248247,5,Indexada,3,True,True,True,True,0,9.4
Physiotherapy,00319406,5,Indexada,2,False,True,True,True,0,4.8
Phytotaxa,11793155,5,Indexada,2,False,True,True,False,0,2.4
Psicologia Reflexão e Crítica,01027972,5,Indexada,3,True,True,True,True,0,48.4
Psicologia USP,01036564,5,Indexada,3,True,True,True,False,0,2.2
Reciis,19816278,5,Indexada,1,True,False,False,False,0,0.0
Retos,15791726,5,Indexada,2,False,True,True,True,0,3.0
Revista Andaluza de Medicina del Deporte,18887546,5,Indexada,2,False,True,True,False,0,11.6
Revista Avaliação Psicológica,16770471,5,Indexada,3,True,True,True,True,0,3.4
Revista Ação Ergonômica,15197859,5,Indexada,1,True,False,False,False,0,0.0
Revista Baiana de Enfermagem‏,01025430,5,Indexada,3,True,True,True,True,0,3.6
Revista Brasileira Multidisciplinar,14153580,5,Indexada,1,True,False,False,False,0,0.0
Revista Brasileira de Ciências do Esporte,01013289,5,Indexada,3,True,True,True,True,0,5.0
Revista Brasileira de Recursos Hídricos,1414381X,5,Indexada,1,True,False,False,False,0,6.8
Revista Educação e Cultura Contemporânea/Educação e Cultura Contemporânea,18072194,5,Indexada,1,True,False,False,False,0,0.2
Revista HISTEDBR On-line,16762584,5,Indexada,1,True,False,False,False,0,7.0
Revista Insignare Scientia - RIS,25954520,5,Indexada,1,True,False,False,False,0,0.4
Revista Psicologia Organizações e Trabalho,19846657,5,Indexada,1,True,False,False,False,0,2.4
Revista de Enfermagem Referência,08740283,5,Indexada,3,True,True,True,False,0,33.0
Revista de Gestão Social e Ambiental,1981982X,5,Indexada,1,False,False,True,False,0,0.2
Rodriguésia,03706583,5,Indexada,3,True,True,True,False,0,2.2
Scandinavian Journal of Immunology,03009475,5,Indexada,2,False,True,True,True,0,44.4
Selecciones Matemáticas,24111783,5,Indexada,1,True,False,False,False,0,0.0
Sensors,14248220,5,Indexada,3,True,True,True,True,0,12.6
The European Physical Journal C,14346044,5,Indexada,3,True,True,True,False,0,7.6
The Journal of Immunology,00221767,5,Indexada,2,False,True,True,True,0,53.0
Transplantation Proceedings,00411345,5,Indexada,2,False,True,True,True,0,39.6
Tropical Animal Health and Production,00494747,5,Indexada,2,False,True,True,True,0,3.4
Vector-Borne and Zoonotic Diseases,15303667,5,Indexada,2,False,True,True,False,0,6.6
Water Air & Soil Pollution,00496979,5,Indexada,2,False,True,True,True,0,21.4
Wear,00431648,5,Indexada,2,False,True,True,True,0,44.4
Work,10519815,5,Indexada,2,False,True,True,True,0,6.0
ACS Applied Materials & Interfaces,19448244,4,Indexada,2,False,True,True,True,0,127.8
Acta Scientiarum Agronomy,16799275,4,Indexada,3,True,True,True,False,0,8.0
Agronomía Colombiana,01209965,4,Indexada,3,True,True,True,False,0,1.8
Antibiotics,20796382,4,Indexada,3,True,True,True,True,0,15.8
Arquivo Brasileiro de Medicina Veterinária e Zootecnia,01020935,4,Indexada,3,True,True,True,True,0,4.5
Arquivos Brasileiros de Neurocirurgia Brazilian Neurosurgery,01035355,4,Indexada,2,True,False,True,False,0,1.0
Australian Journal of Crop Science,18352693,4,Indexada,2,False,True,True,False,0,14.0
BMC Infectious Diseases,14712334,4,Indexada,3,True,True,True,True,0,49.5
BMC Nephrology,14712369,4,Indexada,3,True,True,True,True,0,38.8
Bakhtiniana Revista de Estudos do Discurso,21764573,4,Indexada,3,True,True,True,False,0,6.2
Bioorganic & Medicinal Chemistry Letters,0960894X,4,Indexada,2,False,True,True,True,0,22.2
Brazilian Journal Of Pain,25950118,4,Indexada,1,True,False,False,False,0,4.8
Brazilian Journal of Cardiovascular Surgery,01027638,4,Indexada,3,True,True,True,False,0,3.8
Cadernos de Linguística,26754916,4,Indexada,1,True,False,False,False,0,0.5
Cadernos de Pesquisa,01024175,4,Indexada,1,True,False,False,False,0,2.0
ChemistrySelect,23656549,4,Indexada,2,False,True,True,True,0,4.2
Chinese Physics C,16741137,4,Indexada,2,False,True,True,True,0,41.8
Clinical Immunology,15216616,4,Indexada,2,False,True,True,True,0,19.5
Clinical Nutrition,02615614,4,Indexada,2,False,True,True,True,0,8.5
Clinical and Vaccine Immunology,1556679X,4,Indexada,1,False,False,True,False,0,19.8
Computers in Biology and Medicine,00104825,4,Indexada,2,False,True,True,True,0,8.2
Diagnostic Cytopathology,10970339,4,Indexada,2,False,True,True,True,0,14.8
Die Naturwissenschaften,00281042,4,Indexada,2,False,True,True,True,0,3.8
E&S Engineering and Science,23585390,4,Indexada,1,True,False,False,False,0,0.8
ETD - Educação Temática Digital,16762592,4,Indexada,1,True,False,False,False,0,0.5
EccoS – Revista Científica,15171949,4,Indexada,1,True,False,False,False,0,0.0
Educação Química en Punto de Vista,25270915,4,Indexada,1,True,False,False,False,0,1.5
Eletrônica de Potência,14148862,4,Indexada,1,True,False,False,False,0,1.5
Engenharia Sanitaria e Ambiental,14134152,4,Indexada,2,False,True,True,False,0,9.5
Ensaio,14152150,4,Indexada,1,True,False,False,False,0,5.2
Environmental Science and Pollution Research,09441344,4,Indexada,2,False,True,True,True,0,14.8
Epidemiologia e Serviços de Saúde,16794974,4,Indexada,3,True,True,True,False,0,102.8
Experimental Physiology,09580670,4,Indexada,3,True,True,True,True,0,19.5
Extensio Revista Eletrônica de Extensão,18070221,4,Indexada,1,True,False,False,False,0,0.2
Fractal Revista de Psicologia,19840292,4,Indexada,1,True,False,False,False,0,7.0
Frontiers in Sports and Active Living,26249367,4,Indexada,3,True,True,True,True,0,10.0
Gene,03781119,4,Indexada,2,False,True,True,True,0,18.0
HU Revista,01033123,4,Indexada,1,True,False,False,False,0,0.8
Health and Quality of Life Outcomes,14777525,4,Indexada,3,True,True,True,True,0,44.0
Histopathology,03090167,4,Indexada,2,False,True,True,True,0,13.8
Human Movement,17323991,4,Indexada,3,True,True,True,False,0,3.8
International Archives of Medicine,17557682,4,Indexada,1,False,False,True,False,0,3.5
International Journal for Parasitology,00207519,4,Indexada,2,False,True,True,True,0,30.8
International Journal of Strength and Conditioning,26342235,4,Indexada,1,True,False,False,False,0,3.5
Jornal Vascular Brasileiro,16775449,4,Indexada,3,True,True,True,False,0,7.8
Journal Health NPEPS,25261010,4,Indexada,1,True,False,False,False,0,0.5
Journal of Aging and Physical Activity,10638652,4,Indexada,2,False,True,True,False,0,0.8
Journal of Applied Microbiology,13645072,4,Indexada,2,False,True,True,True,0,17.5
Journal of Applied Physics,00218979,4,Indexada,2,False,True,True,True,0,29.0
Journal of Clinical Microbiology,00951137,4,Indexada,3,True,True,True,False,0,98.0
Journal of Clinical Oncology,0732183X,4,Indexada,2,False,True,True,False,0,0.2
Journal of Control Automation and Electrical Systems,21953880,4,Indexada,2,False,True,True,True,0,5.8
Journal of Magnetism and Magnetic Materials,03048853,4,Indexada,2,False,True,True,True,0,9.0
Journal of Physical Activity and Health,15433080,4,Indexada,2,False,True,True,False,0,22.8
Journal of Religion and Health,00224197,4,Indexada,2,False,True,True,True,0,11.5
Journal of Stroke and Cerebrovascular Diseases,10523057,4,Indexada,3,True,True,True,True,0,12.2
Journal of Thermal Analysis and Calorimetry,13886150,4,Indexada,2,False,True,True,True,0,19.5
Journal of the Brazilian Chemical Society,01035053,4,Indexada,3,True,True,True,True,0,17.8
Livestock Science,18711413,4,Indexada,2,False,True,True,True,0,44.0
Lubricants,20754442,4,Indexada,3,True,True,True,True,0,17.0
Matéria (Rio de Janeiro),15177076,4,Indexada,3,True,True,True,False,0,7.0
Microscopy Research and Technique,1059910X,4,Indexada,2,False,True,True,True,0,15.0
Molecular Genetics and Metabolism,10967192,4,Indexada,2,False,True,True,True,0,16.0
Motrivivência,01034111,4,Indexada,1,True,False,False,False,0,1.0
Muscles,28130413,4,Indexada,3,True,True,True,True,0,3.5
Obutchénie Revista de Didática e Psicologia Pedagógica,25267647,4,Indexada,1,True,False,False,False,0,0.8
Optical Materials,09253467,4,Indexada,2,False,True,True,True,0,10.2
PSI UNISC,25271288,4,Indexada,1,True,False,False,False,0,0.0
Parasites & Vectors,17563305,4,Indexada,3,True,True,True,True,0,29.2
Perspectiva,01025473,4,Indexada,1,True,False,False,False,0,1.0
Physiotherapy Research International,13582267,4,Indexada,2,False,True,True,True,0,1.0
Placenta,01434004,4,Indexada,2,False,True,True,True,0,8.2
Polyhedron,02775387,4,Indexada,2,False,True,True,True,0,12.8
Praxis Educativa,18094031,4,Indexada,2,False,True,True,False,0,1.5
Pro-Posições,01037307,4,Indexada,1,True,False,False,False,0,1.5
Psicologia - Teoria e Prática,15163687,4,Indexada,1,True,False,False,False,0,5.8
REVISTA CIÊNCIAS EM SAÚDE,22363785,4,Indexada,1,True,False,False,False,0,0.5
REVISTA INTERSABERES,18097286,4,Indexada,1,True,False,False,False,0,0.2
REVISTA NERA,18066755,4,Indexada,1,True,False,False,False,0,2.2
Reflexão e Ação,01038842,4,Indexada,1,True,False,False,False,0,1.5
Research in Sports Medicine,15438627,4,Indexada,2,False,True,True,False,0,9.0
Revista Bioética,19838034,4,Indexada,3,True,True,True,False,0,11.8
Revista Brasileira de Ciências Agrárias - Brazilian Journal of Agricultural Sciences,19810997,4,Indexada,2,False,True,True,False,0,4.0
Revista Brasileira de Ensino de Física,18061117,4,Indexada,1,True,False,False,False,0,2.5
Revista Brasileira de Extensão Universitária,18062695,4,Indexada,1,True,False,False,False,0,0.2
Revista Brasileira de Medicina de Família e Comunidade,18095909,4,Indexada,1,True,False,False,False,0,2.8
Revista Brasileira de Meio Ambiente,25954431,4,Indexada,3,True,True,True,False,0,0.2
Revista Contexto & Saúde,1676188X,4,Indexada,1,True,False,False,True,0,0.5
Revista Panamericana de Salud Pública,10204989,4,Indexada,3,True,True,True,False,0,12.5
Revista Thema,15176312,4,Indexada,1,True,False,False,False,0,0.2
Revista chilena de nutrición,07161549,4,Indexada,2,False,True,True,False,0,6.8
Revista de Administração Pública,00347612,4,Indexada,3,True,True,True,False,0,0.8
Revista de Ciências Agroveterinárias,16769732,4,Indexada,3,True,True,True,False,0,5.2
Revista Ártemis,18078214,4,Indexada,1,True,False,False,False,0,0.8
Serviço Social em Revista,15163091,4,Indexada,1,True,False,False,False,0,5.2
Signum Estudos da Linguagem,15163083,4,Indexada,1,True,False,False,False,0,1.2
Sports Medicine International Open,23671890,4,Indexada,1,True,False,False,True,0,7.2
Surface and Coatings Technology,02578972,4,Indexada,2,False,True,True,True,0,23.5
Sustainability,20711050,4,Indexada,2,False,True,True,True,0,21.0
The Journal of Comparative Neurology,00219967,4,Indexada,2,False,True,True,True,0,75.5
The Journal of Physical Chemistry C,19327447,4,Indexada,2,False,True,True,True,0,19.0
The Journal of Sports Medicine and Physical Fitness,00224707,4,Indexada,2,False,True,True,False,0,17.5
Trials,17456215,4,Indexada,3,True,True,True,True,0,5.5
Varia Historia,01048775,4,Indexada,3,True,True,True,False,0,0.0
Venereology,26740710,4,Indexada,2,True,False,True,True,0,3.8
Veredas do Direito Direito Ambiental e Desenvolvimento Sustentável,18063845,4,Indexada,2,False,True,True,False,0,0.0
World Neurosurgery,18788750,4,Indexada,2,False,True,True,True,0,1.5
#Tear Revista de Educação Ciência e Tecnologia,22388079,3,Indexada,1,True,False,False,False,0,0.0
ACS Applied Nano Materials,25740970,3,Indexada,2,False,True,True,True,0,3.0
Acta Parasitologica,12302821,3,Indexada,2,False,True,True,True,0,12.7
Agriculture,20770472,3,Indexada,3,True,True,True,True,0,6.3
Alzheimer s & Dementia,15525260,3,Indexada,2,False,True,True,True,0,1.0
American Journal of Physiology-Heart and Circulatory Physiology,03636135,3,Indexada,2,False,True,True,False,0,53.3
Annals of Physical and Rehabilitation Medicine,18770657,3,Indexada,2,False,True,True,True,0,2.0
Anos 90,0104236X,3,Indexada,2,False,True,True,False,0,2.0
Aposta,16967348,3,Indexada,1,True,False,False,False,0,0.0
Applied Organometallic Chemistry,02682605,3,Indexada,2,False,True,True,True,0,8.3
Applied Soft Computing,15684946,3,Indexada,2,False,True,True,True,0,314.7
Archives of Oral Biology,00039969,3,Indexada,2,False,True,True,True,0,67.3
Archives of Public Health,07787367,3,Indexada,3,True,True,True,True,0,12.3
Autopsy and Case Reports,22361960,3,Indexada,3,True,True,True,False,0,5.7
Avaliação Revista da Avaliação da Educação Superior (Campinas),14144077,3,Indexada,1,True,False,False,False,0,2.3
Avances en Psicología Latinoamericana,17944724,3,Indexada,3,True,True,True,False,0,1.0
BMC Cancer,14712407,3,Indexada,3,True,True,True,True,0,18.7
Biological Journal of the Linnean Society,00244066,3,Indexada,2,False,True,True,True,0,2.7
Biomaterials Advances,27729508,3,Indexada,2,False,True,True,True,0,6.7
Biophysical Journal,00063495,3,Indexada,2,False,True,True,True,0,20.7
Brazilian Dental Journal,01036440,3,Indexada,3,True,True,True,True,0,20.0
Brazilian Journal of Operations & Production Management,16798171,3,Indexada,2,False,True,True,False,0,7.3
Brazilian Journal of Pharmaceutical Sciences,19848250,3,Indexada,3,True,True,True,False,0,24.3
Brazilian Journal of Physics,01039733,3,Indexada,2,False,True,True,True,0,6.7
Brazilian Journal of Psychiatry,15164446,3,Indexada,3,True,True,True,False,0,6.7
Brazilian journal of food technology/Brazilian Journal of Food Technology,15167275,3,Indexada,3,True,True,True,True,0,2.7
Caderno Brasileiro de Ensino de Física,16772334,3,Indexada,1,True,False,False,False,0,0.0
Cadernos de Tradução,1414526X,3,Indexada,2,False,True,True,False,0,0.0
Check List,1809127X,3,Indexada,3,True,True,True,True,0,3.0
Chemico-Biological Interactions,00092797,3,Indexada,2,False,True,True,True,0,18.3
Ciencia y enfermería/Ciencia y enfermería,07172079,3,Indexada,3,True,True,True,False,0,2.7
Ciencias Psicológicas,16884094,3,Indexada,3,True,True,True,False,0,3.0
Ciência Agronômica/Revista ciência agronômica,00456888,3,Indexada,3,True,True,True,True,0,0.7
Clinical & Experimental Immunology,00099104,3,Indexada,2,False,True,True,True,0,69.7
Clinical Endocrinology,03000664,3,Indexada,2,False,True,True,True,0,18.7
Clinical Infectious Diseases,10584838,3,Indexada,2,False,True,True,True,0,46.3
Clinical Neurology and Neurosurgery,03038467,3,Indexada,2,False,True,True,True,0,3.3
Clinical and Developmental Immunology,17402522,3,Indexada,2,True,False,True,True,0,41.3
Clinical and Experimental Medicine,15918890,3,Indexada,2,False,True,True,True,0,17.7
Colloquium Vitae,19846436,3,Indexada,1,True,False,False,False,0,1.7
Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,10956433,3,Indexada,2,False,True,True,True,0,13.0
Current Microbiology,03438651,3,Indexada,2,False,True,True,True,0,5.3
DELTA Documentação de Estudos em Lingüística Teórica e Aplicada,01024450,3,Indexada,3,True,True,True,False,0,5.7
Desalination and Water Treatment,19443986,3,Indexada,3,True,True,True,True,0,10.3
Disability and Rehabilitation,09638288,3,Indexada,2,False,True,True,False,0,12.0
Diversidade e Educação,23588853,3,Indexada,1,True,False,False,False,0,0.3
Ecology and Evolution,20457758,3,Indexada,3,True,True,True,True,0,8.3
Educação Matemática Debate,25266136,3,Indexada,1,True,False,False,False,0,0.0
Electric Power Systems Research,03787796,3,Indexada,2,False,True,True,True,0,33.7
Emancipacao,15197611,3,Indexada,1,True,False,False,False,0,0.0
Endocrine Pathology,10463976,3,Indexada,2,False,True,True,True,0,7.0
Environmental Technology,09593330,3,Indexada,2,False,True,True,False,0,10.0
Estilos da Clinica,14157128,3,Indexada,1,True,False,False,False,0,1.3
European Journal of Medicinal Chemistry,02235234,3,Indexada,2,False,True,True,True,0,42.0
European Journal of Neuroscience,0953816X,3,Indexada,2,False,True,True,True,0,32.0
European Journal of Pharmaceutical Sciences,09280987,3,Indexada,3,True,True,True,True,0,35.0
European Journal of Sport Science,15367290,3,Indexada,3,True,True,True,True,0,22.3
Exacta,16785428,3,Indexada,1,True,False,False,False,0,0.3
Expert Systems with Applications,09574174,3,Indexada,2,False,True,True,True,0,41.3
Floresta e Ambiente,14150980,3,Indexada,3,True,True,True,False,0,3.7
Frontiers in Bioinformatics,26737647,3,Indexada,3,True,True,True,True,0,10.0
Frontiers in Public Health,22962565,3,Indexada,3,True,True,True,True,0,8.3
Geriatric Nursing,01974572,3,Indexada,2,False,True,True,True,0,7.3
"Gondola/Góndola, enseñanza y aprendizaje de las ciencias",21454981,3,Indexada,1,True,False,False,False,0,0.0
